SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
106754,0,Cash loans,F,Y,Y,1,171990.88516346173,358499.37288128934,21275.838832915066,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0275675912248539,-16785,-5660,-2867,-390,2,2,,0.481705225048996,0.2381157386653282
106755,0,Cash loans,F,N,Y,0,206243.17701938277,1191017.7151739865,69448.38981301496,Working,Secondary / secondary special,Single / not married,House / apartment,0.0015994041474629,-8512,-9077,-3141,-278,1,1,0.4203190281244913,0.4280034325654908,0.5247283320787558
106756,0,Cash loans,F,N,Y,0,150112.05728170378,612890.6060303824,39761.70495263707,Commercial associate,Higher education,Married,House / apartment,0.0452115575572573,-19269,-2820,-8580,-4082,1,1,0.3948131425475956,0.4203269739492543,0.4309809937089041
106757,0,Cash loans,M,N,Y,1,119199.5202941973,296300.8450663384,6563.445498169764,Working,Secondary / secondary special,Married,Rented apartment,0.0121748158196818,-13936,-2275,-15475,-530,2,2,,0.3802679410710107,0.4285584911015603
106758,0,Cash loans,M,Y,Y,0,93788.63989362422,397146.6578571413,22261.94933522212,Commercial associate,Secondary / secondary special,Married,With parents,0.0609825279922144,-12978,-4283,-517,-5186,2,2,,0.301085407451694,0.565682912078959
106759,1,Revolving loans,F,N,Y,0,111811.54686353198,607936.9150976223,31858.62337300276,Working,Secondary / secondary special,Married,House / apartment,0.0137708519232156,-16643,-2551,-3108,-5201,2,2,0.5835354090583051,0.5296913590484189,
106760,0,Cash loans,F,N,Y,0,147804.9771542948,609775.6958846366,35153.079808213675,Working,Secondary / secondary special,Married,House / apartment,0.017102104951398,-8817,-6761,-8624,-1700,2,2,,0.3654372353916779,0.4104067466318588
106761,0,Cash loans,M,N,Y,1,211657.8749421567,833648.4526317283,41828.21795991296,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0455316579487712,-9018,-9451,-3736,-1794,3,3,,0.5935745907593298,0.2386338798371659
106762,0,Cash loans,F,N,Y,0,66518.88404887379,230915.9205486425,21575.057055537447,Working,Secondary / secondary special,Separated,House / apartment,0.0585140664810198,-13652,-5878,-7169,-4487,2,2,,0.7096624980675442,0.674178601613907
106763,0,Cash loans,F,N,Y,0,75814.21786106299,430970.9061606162,20585.2407443434,Working,Higher education,Married,With parents,0.0017880148766436,-12617,-3417,-12830,-92,1,1,0.8108650511919915,0.7788755949820714,0.4025743336753306
106764,0,Cash loans,F,N,Y,1,132843.28606439233,420837.0497529745,20040.503679861027,Pensioner,Secondary / secondary special,Married,House / apartment,0.0311565647204045,-11781,365243,-12977,-4485,2,2,0.8277303922704614,0.647429592758372,0.7169948571472702
106765,0,Cash loans,F,Y,Y,0,46372.06550804889,208969.48750315083,15824.397756110207,Working,Secondary / secondary special,Single / not married,House / apartment,0.0101633916697483,-11140,-337,-13895,-1664,2,2,0.2045094430827972,0.5235439008306999,0.4650193761493207
106766,0,Revolving loans,M,N,Y,0,153685.50695868325,381022.7443932562,18473.331361189816,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.0319295970257996,-20537,-4028,-2906,-855,1,1,,0.5986787909434432,
106767,1,Revolving loans,M,N,N,0,225983.42961973028,901907.0342011532,45134.12260267173,Pensioner,Secondary / secondary special,Married,House / apartment,0.0517991721501344,-18831,365243,-11960,-5298,2,2,0.4684443087049728,0.1976985198853805,0.4202179906254628
106768,0,Cash loans,M,N,Y,0,433307.89849260414,2000000.0,94732.82648046178,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.0191499994539219,-9230,-7221,-12488,-1567,2,2,0.6268786238926427,0.3747526509365598,0.6623852778081217
106769,0,Cash loans,F,Y,N,0,138834.0978533185,635750.2738921549,27772.723800117536,Working,Secondary / secondary special,Married,House / apartment,0.0294426019828589,-16734,-10154,-10825,-2921,2,2,0.5461476150468758,0.6752703450853658,0.1860691506709061
106770,0,Cash loans,F,N,Y,0,204772.55229848868,754995.6707514027,31309.157803011836,Working,Secondary / secondary special,Widow,House / apartment,0.0053370608175914,-10157,-9110,-3973,-4959,2,2,,0.8543096440233585,0.4467827332384419
106771,0,Cash loans,F,Y,Y,0,134718.6971784487,595218.556857609,27269.576163941496,Pensioner,Higher education,Married,House / apartment,0.0603911830135456,-8040,365243,-1686,-3309,2,2,0.3365880012073045,0.4016599994976101,0.4931286294924276
106772,0,Cash loans,M,Y,Y,0,299476.6806279385,1146995.093458841,52857.9352439097,Working,Secondary / secondary special,Married,House / apartment,0.0549063957942901,-18571,-1993,-1209,-1401,1,1,0.5725494194727007,0.7416143944763308,0.3289138486043131
106773,1,Cash loans,M,N,N,0,107838.0861893022,741551.3037775371,31532.10575884986,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0262248400166974,-13461,-4764,-9489,-19,2,2,0.4836404818077932,0.4563386065145905,0.4213553109187247
106774,0,Cash loans,F,N,Y,0,157105.25654953238,622659.7094561089,29387.341192525106,Pensioner,Secondary / secondary special,Married,House / apartment,0.0190505330529039,-14104,365243,-2638,-300,3,3,,0.5296092795835753,0.4840243817412719
106775,0,Cash loans,F,Y,N,0,180202.5589980055,667062.1193304178,38183.60669556012,Working,Secondary / secondary special,Separated,House / apartment,0.0604240609599514,-8735,-8210,-8209,-3600,2,2,0.499831060948953,0.6333278387868279,0.2996288947381624
106776,0,Cash loans,F,Y,Y,0,161826.61514992555,732200.6722876739,30899.98130905888,Working,Secondary / secondary special,Married,House / apartment,0.04042227865096,-15915,-2216,-13161,-1392,2,2,0.6586084493670062,0.4471434369948613,0.3325528040408421
106777,1,Cash loans,M,Y,Y,2,90596.95864663966,547825.9242675166,29196.79850445092,Pensioner,Higher education,Married,House / apartment,0.0469687605188509,-17071,365243,-14088,-2208,3,3,,0.4004916118408871,0.4228482016046977
106778,0,Cash loans,F,Y,Y,1,67044.3462756335,293361.28706934745,19147.807191647837,Working,Secondary / secondary special,Married,House / apartment,0.0295533000987435,-14507,-6702,-12663,-4708,2,2,0.6242114458247324,0.6481176710542746,0.3254942898819887
106779,1,Revolving loans,F,N,N,2,222038.2308543253,851035.4054286,35510.673505569015,Working,Higher education,Married,House / apartment,0.0151843062005259,-11089,-4621,-6820,-3229,2,2,,0.757251461478529,0.4744951731156633
106780,0,Cash loans,F,Y,N,0,151085.43497337998,642582.9881470485,26426.00650034862,Working,Higher education,Married,House / apartment,0.0138539459048273,-7758,-2237,-14838,-3209,1,1,0.7188509573547996,0.6776305647875244,
106781,0,Cash loans,F,N,Y,0,138364.55727840733,422664.5896969536,30226.2405821835,Working,Secondary / secondary special,Single / not married,House / apartment,0.0140983043519354,-13333,-2914,-14066,-4841,2,2,,0.5274279991090086,0.4056400824077634
106782,0,Cash loans,M,N,N,0,208137.8957731169,586245.9658676842,30600.92673794285,State servant,Secondary / secondary special,Single / not married,House / apartment,0.0182962694145984,-21586,-606,-8534,-1916,2,2,0.5144646033482704,0.4715136961284867,0.3005580609843862
106783,0,Cash loans,M,N,Y,0,203328.2252008132,1128464.0066662112,59239.121331450064,Pensioner,Secondary / secondary special,Married,House / apartment,0.0671908929195278,-10387,365243,-8740,-94,2,2,,0.4355166332972837,0.6635936716364804
106784,0,Cash loans,M,N,Y,0,159391.2683262661,760749.3054498627,35535.526244459266,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0569885475953377,-22922,-4210,-14835,-943,1,1,,0.4545868810551496,0.2003597810746222
106785,0,Cash loans,M,N,Y,0,183100.88286918352,793710.3698358383,37325.8285754486,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.0034357451352478,-24714,-10127,-14899,-2650,1,1,0.3602547176853401,0.3175256224475309,
106786,1,Cash loans,F,N,Y,0,102480.65970759065,612006.3311430154,20351.507575779146,Working,Higher education,Married,House / apartment,0.0587486255060271,-9723,-6113,-13185,-3540,2,2,0.3985941726140376,0.6230387480497247,
106787,0,Revolving loans,F,N,N,0,174017.22177718364,719349.9965973248,33550.86549405506,Pensioner,Secondary / secondary special,Married,Office apartment,0.0643742449627016,-23423,365243,-11489,-1685,2,2,,0.666663233189714,0.3302817705309507
106788,0,Cash loans,F,Y,Y,0,60797.62635331755,205016.25587238825,14967.573377085062,Working,Higher education,Married,House / apartment,0.0203370760097147,-8826,-8991,-3866,-1774,2,2,0.4695071695453439,0.43908520823852,0.2270410216617226
106789,1,Cash loans,M,N,Y,0,134575.4432181288,846913.3457932848,40198.564467150885,State servant,Secondary / secondary special,Widow,House / apartment,0.0431083217925648,-10047,-4190,-11149,-571,3,3,0.3435438838255813,0.6384773304149264,0.3132704302612047
106790,0,Cash loans,F,Y,N,0,193611.95124288308,725554.049469874,46322.693898360856,Working,Secondary / secondary special,Married,House / apartment,0.0494715647392334,-19722,-1877,-3312,-4622,2,2,,0.782905888584702,0.4684080096549647
106791,0,Cash loans,M,N,Y,0,93021.45264418604,597681.2433613819,27921.79051891643,Commercial associate,Incomplete higher,Married,House / apartment,0.006668648594508,-18765,-7709,-14149,-1716,2,2,0.4002031429270424,0.927102372984192,
106792,0,Cash loans,F,N,N,0,143087.55190191575,521092.49683461606,17526.171615386156,Pensioner,Secondary / secondary special,Married,House / apartment,0.0156728314682528,-13529,365243,-985,-3631,2,2,0.4377326828931557,0.6796011058172604,0.1334700731513683
106793,0,Cash loans,F,N,Y,0,154916.08982930484,384272.827687632,22988.34567192881,Working,Incomplete higher,Married,House / apartment,0.0242223809368084,-22531,-9595,-10329,-381,1,1,,0.6028126426650366,0.3826100342379215
106794,0,Cash loans,M,N,Y,0,85360.86243951552,307758.0828888466,21210.212893318123,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.042537334165882,-18877,-8432,-13145,-1704,2,2,,0.4982934208344697,0.1549896168810421
106795,0,Cash loans,M,N,N,0,234343.23172164528,1339087.5559825844,62949.31756995246,State servant,Secondary / secondary special,Married,House / apartment,0.0222586958764926,-12029,-7256,-521,-1115,2,2,0.5550253715282328,0.3371119093709901,0.5994084414389509
106796,0,Cash loans,F,Y,N,0,156400.20370673432,901599.912581964,50554.21911681296,Working,Secondary / secondary special,Separated,House / apartment,0.0307766254086874,-20430,-5038,-10024,-4776,2,2,0.5904217589775472,0.6216775887625198,0.4589429571506359
106797,0,Revolving loans,F,N,N,0,57643.45731316517,173447.22090209337,6196.486238588625,State servant,Secondary / secondary special,Married,House / apartment,0.0059908421325721,-16484,-8347,-10966,-2131,3,3,,0.6945341386595859,0.475185722364595
106798,0,Cash loans,M,N,N,1,139434.69223157165,800414.9819111914,47051.47061188948,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.0199843697429359,-15745,365243,-13191,-5307,1,1,0.5528215636408335,0.6368969490064834,0.4130737656094486
106799,0,Cash loans,M,N,Y,0,275649.23198607046,1595850.1042990373,84996.37221136747,Pensioner,Secondary / secondary special,Married,House / apartment,0.067466487590738,-15702,365243,-8110,-1033,2,2,0.7784569655205532,0.7136873803149401,0.3527120695572523
106800,0,Cash loans,F,N,Y,1,132988.02604621963,600244.1403104574,30519.61362776462,Working,Higher education,Married,House / apartment,0.0621713643198082,-13712,-3255,-9352,-922,2,2,0.6076517917880184,0.6113599877522559,0.4329322304451752
106801,0,Cash loans,F,N,N,0,96246.8371347139,453490.1921823997,27599.042559245805,Working,Secondary / secondary special,Separated,Municipal apartment,0.0525180807343606,-24663,-238,-2197,-4772,2,2,0.5465995124288224,0.6539342493137131,0.6254653526124113
106802,0,Cash loans,F,Y,N,1,101486.5715609472,316468.8607716352,20799.82486419269,Pensioner,Higher education,Single / not married,House / apartment,0.0091410212322145,-22886,365243,-5118,-5079,1,1,,0.3344683660907668,0.3478912795364688
106803,0,Cash loans,F,N,Y,1,123000.12791133614,377204.1082888303,32404.89227337262,Commercial associate,Secondary / secondary special,Married,With parents,0.0617515355209776,-13984,-4060,-14934,-3849,3,3,0.4886684094866683,0.5725536376477979,0.3781917602664829
106804,0,Cash loans,M,N,Y,1,72679.08197683748,184723.75662638992,9147.34643616806,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.0071532414829013,-12524,-7102,-9123,-694,2,2,0.4598910064912095,0.8011096137344081,
106805,0,Cash loans,F,N,Y,0,268664.32715339673,1200696.6537227526,51683.37479185363,State servant,Higher education,Married,House / apartment,0.0190983415644238,-18586,-10931,-5179,-4478,2,2,0.7721296815744616,0.3659780836947145,0.4592622096861052
106806,0,Cash loans,F,N,Y,0,211511.03662311935,1002742.6172253962,46528.59562458819,Working,Secondary / secondary special,Married,House / apartment,0.0140049155944728,-19720,-1073,-7410,-333,2,2,0.5515530926156816,0.6809825199591787,0.3538348013879271
106807,1,Cash loans,F,N,Y,0,228351.51988254228,1219972.3732839269,64576.94303899284,State servant,Secondary / secondary special,Married,House / apartment,0.0127969316525468,-19093,-4722,-1032,-3277,2,2,,0.2368012101868317,0.395160673542011
106808,0,Cash loans,F,N,N,0,62832.45241290757,256172.80536822148,10150.414324756002,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0484014596559761,-14841,-9031,-1160,-4686,3,3,0.3868222149336073,0.5568186488558703,0.5097084460732324
106809,0,Cash loans,F,Y,N,1,142098.00266071103,609064.120402279,27236.402794260677,Working,Secondary / secondary special,Single / not married,House / apartment,0.0094789087001595,-24375,-9425,-5866,-5319,2,2,0.5014022110224698,0.3446285954373803,
106810,0,Cash loans,F,N,N,1,228447.2520330847,578578.6179837383,28762.26826761761,Working,Higher education,Married,House / apartment,0.0611414234490557,-17795,-6981,-1695,-3924,1,1,0.4105058774228428,0.6862500580369187,0.5469522891310972
106811,0,Cash loans,F,Y,Y,1,82996.96414901597,513233.0262908458,35524.38305251282,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0293707372271483,-11297,365243,-8867,-3333,2,2,0.5711489665027952,0.4623816181064369,
106812,0,Cash loans,F,N,Y,0,128525.11257676396,886053.9521137251,39329.33317732994,Working,Secondary / secondary special,Married,House / apartment,0.0035174548698458,-18648,-8593,-12546,-1398,1,1,0.4907121273984868,0.4869650644595664,0.5202705755088017
106813,0,Cash loans,F,Y,N,0,76901.33293670785,196080.06894584405,2000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0592238335512403,-18487,365243,-4414,-530,2,2,0.6114618654809995,0.4865501353082057,0.5797120125244929
106814,0,Cash loans,F,Y,Y,0,202189.8630333935,838659.4417179854,51122.89344542692,Working,Higher education,Civil marriage,House / apartment,0.0492013114412039,-16652,-3368,-4012,-1927,2,2,,0.431356199133194,
106815,0,Cash loans,F,N,Y,0,119692.54656597556,497600.5679702681,28004.50338739197,Working,Secondary / secondary special,Married,House / apartment,0.0553422992942102,-18689,-10522,-15365,-1273,2,2,,0.5374072987963918,
106816,0,Cash loans,F,N,Y,0,127231.3852251172,557325.7406569276,19018.01721734266,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.033295703887233,-9249,-1229,-9759,-1848,1,1,0.4791767407536905,0.3911684213938302,
106817,0,Cash loans,F,N,N,0,75787.57105503744,419914.9038018012,18894.065798706004,Working,Secondary / secondary special,Single / not married,House / apartment,0.0573964011295225,-17859,-10835,-5227,-2774,2,2,0.7155670550360024,0.7228013522687654,0.1521778820734713
106818,0,Revolving loans,F,N,N,1,288946.4929198918,1164354.5488300966,61091.352372674606,Working,Higher education,Civil marriage,House / apartment,0.0031912367217837,-18922,-5827,-2400,-3955,2,2,,0.8688015325440163,
106819,0,Cash loans,M,N,N,1,136688.83356649106,549546.4678856898,26578.43236372843,Commercial associate,Higher education,Single / not married,House / apartment,0.0434078221336477,-9844,-10549,-1106,-3653,2,2,0.4250699322511433,0.5426642892601161,0.4043959766233027
106820,0,Cash loans,M,N,Y,0,197946.7049152866,691832.3848738907,31830.853663632293,Working,Secondary / secondary special,Single / not married,House / apartment,0.0037112384011917,-15230,-972,-1472,-1755,2,2,,0.5451288992197827,
106821,0,Cash loans,F,N,Y,0,161461.89289908798,421655.0348758673,21756.93577417692,Working,Incomplete higher,Married,House / apartment,0.0170932899741326,-7991,-5287,-14576,-2821,3,3,,0.5440133800969671,0.3463213759215786
106822,0,Cash loans,M,N,Y,0,84581.3488891731,502246.4230186743,36027.42880963987,Working,Secondary / secondary special,Married,House / apartment,0.0478502195462964,-17000,-2185,-14069,-3163,2,2,0.6604682436592295,0.3805530500754063,0.2967310277795887
106823,1,Revolving loans,F,Y,N,0,58653.68400320239,274348.95733026613,12601.97945911601,Working,Secondary / secondary special,Married,With parents,0.0273399247019418,-11185,-6110,-8983,-629,2,2,0.1820748946078316,0.8686037379150569,0.4884035696297166
106824,1,Revolving loans,F,Y,Y,0,121091.68708902842,599395.3765925306,26996.49676649738,Working,Secondary / secondary special,Married,House / apartment,0.0522487019660689,-13259,-10350,-2006,-2441,2,2,0.2786587809834591,0.7745162057485213,0.4471437888603886
106825,0,Cash loans,F,N,Y,0,231709.78777830856,1323465.5075191718,65601.45473711718,Working,Incomplete higher,Single / not married,House / apartment,0.0123527331209733,-21878,-8319,-9810,-3540,2,2,,0.3904720834395194,0.1810205907893971
106826,0,Cash loans,F,Y,N,0,49772.867915054485,181647.5708712886,5903.792926614596,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.0456349543631349,-10534,-6430,-7205,-4010,2,2,,0.6459381908300847,
106827,0,Cash loans,F,Y,N,2,352959.723781477,1666540.6262287195,74412.44306678166,Pensioner,Higher education,Married,With parents,0.0319487469585489,-21748,365243,-6861,-723,2,2,0.2272035500632279,0.4172949285775871,0.3746617089581378
106828,0,Cash loans,M,N,Y,0,202167.8649907601,1087069.6413143985,53977.06501347671,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0105635279968505,-8808,-610,-2681,-5174,2,2,0.3337612128716428,0.7391061638035236,0.4917663814153545
106829,0,Cash loans,M,N,Y,3,146583.45554691527,610475.519696321,29906.452308909826,Working,Secondary / secondary special,Married,House / apartment,0.0472975607313389,-15291,-10698,-9202,-4258,2,2,0.605030535994448,0.665604636675406,0.6874093519949848
106830,0,Cash loans,F,Y,Y,0,125753.6787403184,438953.2745437232,18307.07947056712,Working,Secondary / secondary special,Married,House / apartment,0.0517748747335409,-13410,-6347,-9037,-1794,2,2,0.5809977939986375,0.5559289485768913,0.5186553334684039
106831,0,Revolving loans,F,Y,Y,0,204713.8089253007,714010.788522953,31474.275250986364,Working,Secondary / secondary special,Married,House / apartment,0.0671811524128841,-8268,-9832,-7604,-4371,2,2,0.3765144366361377,0.6356958852542115,
106832,0,Cash loans,F,N,Y,3,72377.3831417807,239351.7531832553,9733.81252576822,Working,Secondary / secondary special,Separated,House / apartment,0.0681337840272029,-11292,-7912,-10897,-2518,2,2,0.6155162154053149,0.5863545029945053,0.500778454452212
106833,0,Cash loans,F,N,Y,0,166242.70816614933,572752.8353171353,36325.50266820764,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0461905656875211,-23355,365243,-4426,-4044,2,2,0.5035130828569697,0.5151330633270812,
106834,0,Revolving loans,XNA,Y,N,0,155451.76294237463,902248.2551037268,57052.94804014139,Pensioner,Secondary / secondary special,Married,House / apartment,0.0376896795485901,-12452,365243,-104,-4757,2,2,0.5414548474802243,0.769633043327597,0.4714393495490998
106835,0,Revolving loans,M,Y,Y,0,326998.1332896299,827335.8016837566,45643.23238935821,Commercial associate,Higher education,Widow,Rented apartment,0.0466745178293443,-19748,-4336,-6590,-7,3,3,,0.5694434763824604,
106836,0,Cash loans,M,Y,Y,1,111009.9460336059,357406.9005405154,16635.42675619207,Working,Secondary / secondary special,Married,House / apartment,0.0317993787050264,-22337,-4392,-12563,-5192,1,1,,0.496392397189675,0.7017544960253984
106837,0,Cash loans,M,Y,Y,2,136260.28204523338,681280.1208703493,28842.792225845504,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0285521493129351,-23012,-9807,-7837,-3344,2,2,0.6311635326972976,0.3039632679406889,
106838,0,Cash loans,F,N,Y,0,128889.5169828728,609293.0001841746,29198.24135128833,Commercial associate,Higher education,Married,House / apartment,0.0071224819868368,-21521,-7542,-157,-1172,2,2,0.5856903214518651,0.6141247908430992,0.6079588326570637
106839,0,Cash loans,F,Y,Y,1,102904.05886258915,433218.8154757922,30916.58679246373,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.0621792697153554,-14341,365243,-6743,-4274,2,2,0.2183491540431719,0.5227605107672444,0.40424130199256
106840,0,Revolving loans,F,Y,Y,2,279043.0350150709,934683.8218629792,50004.984144667134,Working,Secondary / secondary special,Single / not married,House / apartment,0.0559218703052549,-9469,-1037,-11541,-2200,3,3,,0.3516329769776323,
106841,0,Revolving loans,F,Y,N,0,81852.64435870002,302817.2879695339,19030.59365267699,Working,Higher education,Married,Municipal apartment,0.0670380459586373,-10455,-9253,-5980,-3673,3,3,0.7172047243697917,0.5288945322320839,0.4722912004590728
106842,0,Cash loans,M,N,Y,0,62391.29378341095,188565.1583589104,6882.047566506009,Working,Incomplete higher,Single / not married,House / apartment,0.0493611097733255,-9949,-3128,-3014,-1858,1,1,0.6190453189026253,0.7463681395849376,0.5690197691900514
106843,0,Cash loans,F,Y,Y,3,150536.45058305492,491854.6228607459,26398.75682833473,Working,Incomplete higher,Married,House / apartment,0.0176812164496975,-13325,-6072,-11446,-898,2,2,,0.4888921875010478,0.4660753858302345
106844,0,Cash loans,F,N,Y,0,92748.21388726114,311454.1800632154,19414.21962898241,Working,Higher education,Widow,House / apartment,0.0437925717159955,-21867,-1517,-7306,-1860,3,3,0.5703803056426817,0.5947851289867718,0.6877313503289315
106845,1,Revolving loans,M,N,Y,0,151307.8652082106,746495.4019183494,36080.17349875512,Working,Incomplete higher,Married,House / apartment,0.0247565083627171,-13583,-3542,-4326,-5340,3,3,0.4666736608013371,0.49938037927967,0.3857596441085898
106846,0,Cash loans,M,N,Y,0,182900.1622952652,765230.8368130869,30748.87945938573,Working,Higher education,Married,House / apartment,0.03888846553939,-16912,-3735,-14391,-4909,2,2,,0.7222770617101246,0.3550596337450659
106847,0,Cash loans,F,N,N,0,143352.45555455712,841050.7570613022,41064.48815104086,Working,Secondary / secondary special,Separated,House / apartment,0.0541974345010169,-16367,-9926,-7946,-1467,2,2,0.3518176372643988,0.5770202716622713,
106848,0,Cash loans,M,N,N,1,134859.50680287223,634948.1897197242,23076.887744417472,Pensioner,Incomplete higher,Single / not married,House / apartment,0.0681409523921617,-17350,365243,-10754,-3121,2,2,,0.3246981708679199,
106849,0,Cash loans,F,Y,Y,0,47529.0862831863,159716.43295683077,11652.586204832882,Working,Higher education,Married,House / apartment,0.0110632176019681,-9469,-6561,-8734,-1493,2,2,0.5096437026661502,0.7070372510203646,0.271104556695552
106850,0,Cash loans,F,Y,N,0,176268.7215134416,635758.667632493,29521.809615081656,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0261462779977446,-17923,365243,-9149,-825,3,3,0.4326621851933645,0.2448768402560941,0.4501754898254229
106851,0,Cash loans,F,Y,Y,0,146989.04568246758,551012.3216336737,30979.887641317648,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0656313904402713,-24230,-3233,-8357,-1409,2,2,0.4141509617631399,0.4451751449107229,0.6421312234450309
106852,0,Revolving loans,F,Y,N,0,340138.9375660299,891677.4541062672,44672.95969144896,Working,Secondary / secondary special,Married,House / apartment,0.0116360909318213,-18752,-7567,-13568,-429,1,1,0.4007557386444356,0.3651391666689992,0.7427877595355206
106853,0,Revolving loans,F,N,Y,0,235298.80218562976,976399.9514346546,56765.5952084191,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0054795279546101,-16597,-6099,-2316,-375,2,2,0.6493481967042517,0.6262583295938898,0.3965941408697617
106854,0,Cash loans,F,N,Y,0,63513.5032829423,344531.63757670904,20455.605377955944,Working,Secondary / secondary special,Widow,House / apartment,0.0263095582028987,-13933,-809,-15297,-1861,3,3,0.640585422832571,0.5106022663946193,0.2802395466290436
106855,0,Cash loans,M,N,Y,0,226466.20375676831,1200825.6058498996,67193.7720254094,Commercial associate,Higher education,Married,House / apartment,0.0614814321649698,-8338,-3951,-4393,-5155,2,2,,0.7452046670847348,0.3659944228307776
106856,0,Cash loans,M,N,N,0,69577.17255546598,274170.2526271084,17236.936657682047,Working,Higher education,Married,House / apartment,0.0294113433090096,-9438,-10317,-11923,-3229,2,2,,0.6582053633308301,0.5709530859347165
106857,0,Cash loans,F,N,N,0,202167.09745248573,1098559.0481195585,50543.13965567886,Working,Secondary / secondary special,Single / not married,House / apartment,0.040826027703137,-14393,-7990,-4747,-3696,2,2,0.5546678575828046,0.5700751460568023,
106858,0,Cash loans,M,N,N,1,275625.5886556944,1640286.5609067322,75959.18101545372,Pensioner,Higher education,Married,House / apartment,0.0154574397238749,-15665,365243,-11771,-1956,2,2,0.270711588614478,0.5968363709879776,0.7055762120493949
106859,0,Revolving loans,F,N,N,0,338915.3957474071,1665430.3423459767,88429.09603519017,Commercial associate,Incomplete higher,Married,Municipal apartment,0.0021195539862642,-14750,-8489,-5989,-3451,2,2,,0.469477756316042,0.6196438095035006
106860,0,Cash loans,F,N,N,0,109312.55543411864,485077.18745851394,25731.051714628236,Working,Secondary / secondary special,Married,House / apartment,0.0072773287176319,-13602,-8755,-6546,-1974,2,2,0.6140894107245838,0.4985295695307771,0.2063787181763926
106861,0,Cash loans,F,N,N,1,189663.3946286062,627983.1427864206,25937.83441268352,Commercial associate,Higher education,Married,House / apartment,0.0380297679073646,-19139,-1809,-13996,-4523,2,2,0.7378484721028429,0.7729608809308142,
106862,0,Revolving loans,F,N,Y,0,220740.67025939617,618382.7815122847,30133.73368056336,Working,Secondary / secondary special,Married,House / apartment,0.0366594334200607,-24509,-5172,-14432,-1629,2,2,,0.5912778298867117,0.1551867986498072
106863,0,Revolving loans,F,Y,N,0,168604.3048343156,520646.9276236139,24758.434513516884,Working,Secondary / secondary special,Married,House / apartment,0.0119955733779772,-19042,-10231,-713,-4206,3,3,,0.6033885223976415,0.5798695889079347
106864,0,Cash loans,M,N,Y,1,57773.153222034656,307098.1598404781,21689.053458783623,Pensioner,Secondary / secondary special,Married,House / apartment,0.0160374234612859,-16606,365243,-10732,-2297,2,2,,0.5944772450100531,0.4213783367646932
106865,0,Cash loans,F,N,N,0,143950.78793539296,470848.9414823314,22725.10587450048,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0258180094564055,-24792,-7187,-4331,-1203,2,2,0.5461374090453773,0.5006594375033874,0.4528365693124326
106866,0,Cash loans,M,N,Y,0,177108.67673660466,754658.5921727647,39892.26552887268,Working,Secondary / secondary special,Married,House / apartment,0.0281244783141765,-9206,-8428,-11260,-5084,2,2,0.756487195687964,0.3810736777401498,
106867,0,Cash loans,F,Y,N,0,133146.095091585,517683.4646075155,24615.743684443743,Working,Secondary / secondary special,Married,House / apartment,0.0549555322207711,-18772,-3114,-10908,-193,2,2,,0.6364226920664129,0.2267359933776133
106868,0,Cash loans,F,N,Y,3,86739.34616635168,414241.156931342,17373.896066343914,Pensioner,Secondary / secondary special,Single / not married,With parents,0.0419103618401206,-16562,365243,-1139,-1100,2,2,,0.3975967507927035,0.4017102603494566
106869,0,Cash loans,F,N,Y,1,120518.1967451114,387077.9475366919,25247.703988280617,Commercial associate,Higher education,Married,House / apartment,0.0195002689669862,-17591,-8774,-4108,-2437,2,2,,0.5955413997876693,0.3053024234370613
